,YEAR,COUNTY,TOTAL PRCP
56,2012,GILLESPIE,28.73
57,2012,GOLIAD,27.72
58,2012,GONZALES,27.58000000000001
59,2012,GRAY,11.940000000000005
60,2012,GRAYSON,39.21999999999999
61,2012,GREGG,36.560000000000024
62,2012,GRIMES,41.85
63,2012,GUADALUPE,30.59000000000001
64,2012,HALE,10.62
65,2012,HALL,17.59
66,2012,HANSFORD,11.670000000000002
67,2012,HARDEMAN,19.45
68,2012,HARDIN,52.29999999999997
69,2012,HARRIS,46.53000000000001
70,2012,HARRISON,39.06
71,2012,HASKELL,15.369999999999996
72,2012,HAYS,24.56
73,2012,HEMPHILL,14.85
74,2012,HENDERSON,37.65000000000003
75,2012,HILL,32.64000000000001
76,2012,HOCKLEY,10.57
77,2012,HOOD,30.69000000000001
78,2012,HOPKINS,32.15
79,2012,HOUSTON,47.69000000000001
80,2012,HOWARD,20.970000000000006
81,2012,HUDSPETH,7.880000000000003
82,2012,HUNT,23.71
83,2012,IRION,13.019999999999996
84,2012,JACK,25.880000000000006
85,2012,JACKSON,38.08000000000003
86,2012,JASPER,52.97000000000003
87,2012,JEFF DAVIS,17.590000000000003
88,2012,JIM HOGG,15.47
89,2012,JOHNSON,28.800000000000008
90,2012,JONES,13.96
91,2012,KAUFMAN,20.15
92,2012,KENDALL,16.790000000000006
93,2012,KERR,19.4
94,2012,KING,17.23
95,2012,KINNEY,16.620000000000005
96,2012,KLEBERG,13.069999999999995
97,2012,KNOX,19.990000000000006
98,2012,LA SALLE,21.180000000000007
99,2012,LAMAR,34.940000000000005
100,2012,LAMB,10.119999999999996
101,2012,LAVACA,30.98999999999999
102,2012,LEE,34.15999999999999
103,2012,LEON,40.18000000000001
104,2012,LIBERTY,49.68000000000002
105,2012,LIPSCOMB,14.39
106,2012,LLANO,30.83
107,2012,LYNN,12.55
108,2012,MADISON,42.54000000000002
109,2012,MARION,27.06000000000001
110,2012,MARTIN,12.47
111,2012,MASON,26.14
112,2012,MATAGORDA,40.76
113,2012,MAVERICK,13.330000000000002
114,2012,MCCULLOCH,25.360000000000007
115,2012,MCMULLEN,19.699999999999992
116,2012,MEDINA,25.96
117,2012,MIDLAND,16.910000000000004
118,2012,MILAM,37.839999999999975
119,2012,MILLS,20.459999999999994
120,2012,MITCHELL,18.829999999999995
121,2012,MONTAGUE,28.38000000000001
122,2012,MONTGOMERY,46.96000000000002
123,2012,MOORE,13.41
124,2012,MORRIS,35.92000000000001
125,2012,MOTLEY,16.449999999999996
126,2012,NACOGDOCHES,59.65000000000004
127,2012,NAVARRO,39.97
128,2012,NEWTON,42.570000000000014
129,2012,NOLAN,17.58
130,2012,OCHILTREE,11.789999999999996
131,2012,OLDHAM,9.740000000000002
132,2012,ORANGE,61.74000000000004
133,2012,PALO PINTO,27.05
134,2012,PANOLA,44.32000000000002
135,2012,PARMER,9.56
136,2012,PECOS,12.21
137,2012,POLK,33.21
138,2012,POTTER,10.469999999999997
139,2012,PRESIDIO,7.059999999999999
140,2012,RANDALL,15.479999999999995
141,2012,REAGAN,17.890000000000004
142,2012,REAL,30.15
143,2012,REEVES,7.82
144,2012,REFUGIO,31.06000000000001
145,2012,ROBERTS,2.68
146,2012,ROBERTSON,38.81
147,2012,ROCKWALL,36.79999999999999
148,2012,RUNNELS,21.19
149,2012,RUSK,43.72000000000002
150,2012,SABINE,58.58000000000001
151,2012,SAN AUGUSTINE,62.11000000000005
152,2012,SAN PATRICIO,21.11
153,2012,SAN SABA,25.88
154,2012,SCHLEICHER,17.22999999999999
155,2012,SCURRY,18.42
156,2012,SHACKELFORD,18.3
157,2012,SHELBY,56.40000000000001
158,2012,SMITH,40.58
159,2012,SOMERVELL,32.4
160,2012,STARR,9.94
161,2012,STEPHENS,24.689999999999994
162,2012,STONEWALL,17.74
163,2012,SUTTON,15.140000000000002
164,2012,SWISHER,13.659999999999995
165,2012,TARRANT,28.33
166,2012,TERRELL,11.699999999999996
167,2012,TITUS,45.25999999999999
168,2012,TRINITY,33.010000000000005
169,2012,TYLER,47.50000000000002
170,2012,UPSHUR,23.129999999999995
171,2012,UVALDE,18.7
172,2012,VAL VERDE,15.04
173,2012,VAN ZANDT,39.05999999999999
174,2012,WALKER,44.790000000000006
175,2012,WARD,11.579999999999998
176,2012,WASHINGTON,41.37000000000001
177,2012,WEBB,11.28
178,2012,WHARTON,31.74
179,2012,WHEELER,16.34
180,2012,WILLACY,13.839999999999995
181,2012,WILSON,29.71
182,2012,WINKLER,16.399999999999995
183,2012,WISE,28.580000000000005
184,2012,WOOD,43.24000000000001
185,2012,YOUNG,25.120000000000008
186,2012,ZAPATA,9.04
187,2012,ZAVALA,26.1
