Year,AvgGroundWater,County
2010,135.97088282688983,Andrews
2010,33.19693019343962,Aransas
2010,13.953843475628092,Archer
2010,149.09364292706715,Atascosa
2010,37.79915978361052,Austin
2010,145.33789400805196,Bailey
2010,219.44068371607682,Bastrop
2010,13.953843475628092,Baylor
2010,61.62270793950813,Borden
2010,432.29440947890913,Bowie
2010,119.98781250000044,Brazoria
2010,46.158158072811084,Brazos
2010,145.8020284648333,Brewster
2010,186.95549987778188,Briscoe
2010,185.41199582668324,Brown
2010,46.158158072811084,Burleson
2010,33.19693019343962,Calhoun
2010,185.41199582668324,Callahan
2010,432.29440947890913,Camp
2010,218.66853517040795,Castro
2010,119.98781250000044,Chambers
2010,13.953843475628092,Childress
2010,145.33789400805196,Cochran
2010,47.271850553008036,Coke
2010,130.01946432024806,Collingsworth
2010,40.87974865857107,Colorado
2010,200.19811681760623,Comal
2010,185.41199582668324,Comanche
2010,487.5574220644,Coryell
2010,319.0393277810847,Crockett
2010,215.86949634308513,Crosby
2010,248.13711540728977,Culberson
2010,61.62270793950813,Dawson
2010,204.03943993667176,DeWitt
2010,218.66853517040795,Deaf Smith
2010,300.2730800751244,Dimmit
2010,253.21014144271555,Duval
2010,185.41199582668324,Erath
2010,838.7800544344143,Falls
2010,34.71857090864998,Fayette
2010,201.8876205545518,Floyd
2010,13.953843475628092,Foard
2010,231.6778404535579,Fort Bend
2010,119.98781250000044,Galveston
2010,215.86949634308513,Garza
2010,56.188583765977405,Gillespie
2010,232.394827797337,Glasscock
2010,204.03943993667176,Goliad
2010,372.4641904389724,Gray
2010,167.98505273250186,Gregg
2010,189.83097125969852,Hale
2010,102.27458275382472,Hall
2010,709.2564748753388,Hamilton
2010,152.10544211822813,Hansford
2010,170.09385504188128,Harris
2010,241.4823149905147,Hartley
2010,44.20459102274044,Haskell
2010,177.77432196484523,Hockley
2010,300.1086332515202,Hood
2010,432.29440947890913,Hopkins
2010,232.394827797337,Howard
2010,137.29134277794964,Hudspeth
2010,239.9288014527773,Hutchinson
2010,59.891596534653516,Jackson
2010,136.06002155430423,Jeff Davis
2010,204.03943993667176,Karnes
2010,44.20459102274044,Knox
2010,300.2730800751244,La Salle
2010,138.05621949782378,Lamb
2010,304.5852041927569,Lampasas
2010,63.45425390035245,Lavaca
2010,219.44068371607682,Lee
2010,276.98180956306646,Lipscomb
2010,75.5254945054945,Llano
2010,177.77432196484523,Lubbock
2010,135.97088282688983,Martin
2010,64.03867633191857,Mason
2010,59.891596534653516,Matagorda
2010,372.3321766219676,Maverick
2010,135.2365262013995,McCulloch
2010,838.7800544344143,McLennan
2010,149.09364292706715,McMullen
2010,226.19202294056316,Midland
2010,46.158158072811084,Milam
2010,342.04888709677374,Moore
2010,152.10544211822813,Ochiltree
2010,241.4823149905147,Oldham
2010,145.33789400805196,Parmer
2010,342.04888709677374,Potter
2010,352.6003466835553,Presidio
2010,226.19202294056316,Reagan
2010,333.26358510389684,Real
2010,146.16635019084052,Reeves
2010,33.19693019343962,Refugio
2010,268.46070599025774,Roberts
2010,46.158158072811084,Robertson
2010,64.03867633191857,San Saba
2010,432.29440947890913,Smith
2010,232.394827797337,Sterling
2010,272.021420133876,Sutton
2010,186.95549987778188,Swisher
2010,53.925096302911506,Tom Green
2010,227.48788305769625,Travis
2010,432.29440947890913,Upshur
2010,865.2200273972604,Uvalde
2010,115.57058363225455,Val Verde
2010,432.29440947890913,Van Zandt
2010,33.19693019343962,Victoria
2010,75.60937106125601,Walker
2010,11.662131194336732,Waller
2010,34.71857090864998,Washington
2010,300.2730800751244,Webb
2010,54.74186636452567,Wharton
2010,13.953843475628092,Wilbarger
2010,200.08772845953055,Wilson
2010,432.29440947890913,Wood
2010,372.3321766219676,Zavala
