Year,AvgGroundWater,County
2011,139.05083926677852,Andrews
2011,34.49038932496067,Aransas
2011,16.387613065326534,Archer
2011,172.53676049300455,Atascosa
2011,42.05302854277346,Austin
2011,145.93541726503872,Bailey
2011,234.12873212704076,Bastrop
2011,16.387613065326534,Baylor
2011,126.99505271378311,Bee
2011,64.06532596685098,Borden
2011,434.32372798949666,Bowie
2011,122.91684560488667,Brazoria
2011,50.48711177052424,Brazos
2011,165.54815132259472,Brewster
2011,187.29486562731284,Briscoe
2011,186.6885668053632,Brown
2011,50.48711177052424,Burleson
2011,34.49038932496067,Calhoun
2011,186.6885668053632,Callahan
2011,434.32372798949666,Camp
2011,164.0704336640946,Cass
2011,220.7463995084666,Castro
2011,122.91684560488667,Chambers
2011,16.387613065326534,Childress
2011,145.93541726503872,Cochran
2011,50.520118664180416,Coke
2011,479.7142167255561,Collin
2011,138.12842661691516,Collingsworth
2011,46.752727128082704,Colorado
2011,217.35106333114368,Comal
2011,186.6885668053632,Comanche
2011,280.7364478764478,Concho
2011,491.88881548895625,Coryell
2011,322.0147397397372,Crockett
2011,218.3225970912579,Crosby
2011,248.42407401599564,Culberson
2011,804.342038326585,Dallas
2011,64.06532596685098,Dawson
2011,223.8068794980643,DeWitt
2011,220.7463995084666,Deaf Smith
2011,350.2173455377565,Dimmit
2011,266.8068906992532,Duval
2011,186.6885668053632,Erath
2011,895.7662716473425,Falls
2011,37.35332995746421,Fayette
2011,205.6130804761061,Floyd
2011,16.387613065326534,Foard
2011,228.51413000808603,Fort Bend
2011,402.85387500000024,Frio
2011,122.91684560488667,Galveston
2011,218.3225970912579,Garza
2011,69.5431898130539,Gillespie
2011,234.8689804118499,Glasscock
2011,223.8068794980643,Goliad
2011,372.3821915383269,Gray
2011,170.02713528178847,Gregg
2011,192.08873002488198,Hale
2011,102.52000759301436,Hall
2011,712.5727033649121,Hamilton
2011,152.60857414448645,Hansford
2011,186.41574130105892,Hardin
2011,172.97428876136098,Harris
2011,164.0704336640946,Harrison
2011,242.91935209671396,Hartley
2011,45.91644092689315,Haskell
2011,178.56437957365787,Hockley
2011,304.0046744659216,Hood
2011,434.32372798949666,Hopkins
2011,234.8689804118499,Howard
2011,140.51611590428132,Hudspeth
2011,240.6108086041808,Hutchinson
2011,65.64080849714652,Jackson
2011,186.41574130105892,Jasper
2011,136.30698632421763,Jeff Davis
2011,223.8068794980643,Karnes
2011,45.91644092689315,Knox
2011,350.2173455377565,La Salle
2011,139.078952470292,Lamb
2011,312.0457644284148,Lampasas
2011,65.34930767938133,Lavaca
2011,234.12873212704076,Lee
2011,276.9161380124901,Lipscomb
2011,132.93533809323804,Live Oak
2011,80.15654794520546,Llano
2011,178.56437957365787,Lubbock
2011,139.05083926677852,Martin
2011,67.748524539877,Mason
2011,65.64080849714652,Matagorda
2011,380.5551019021737,Maverick
2011,136.65163995726527,McCulloch
2011,895.7662716473425,McLennan
2011,172.53676049300455,McMullen
2011,239.32694304253806,Medina
2011,227.6733426616894,Midland
2011,50.48711177052424,Milam
2011,343.4802581793863,Moore
2011,120.86765948633018,Motley
2011,120.86765948633018,Nacogdoches
2011,186.41574130105892,Newton
2011,152.60857414448645,Ochiltree
2011,242.91935209671396,Oldham
2011,186.41574130105892,Orange
2011,164.0704336640946,Panola
2011,145.93541726503872,Parmer
2011,343.4802581793863,Potter
2011,352.4680388127897,Presidio
2011,227.6733426616894,Reagan
2011,348.7146812414031,Real
2011,149.4600055679293,Reeves
2011,34.49038932496067,Refugio
2011,275.9419705270423,Roberts
2011,50.48711177052424,Robertson
2011,479.7142167255561,Rockwall
2011,132.93533809323804,San Patricio
2011,67.748524539877,San Saba
2011,120.86765948633018,Shelby
2011,434.32372798949666,Smith
2011,234.8689804118499,Sterling
2011,273.76188963484697,Sutton
2011,187.29486562731284,Swisher
2011,62.114746200776885,Tom Green
2011,250.69568372697177,Travis
2011,434.32372798949666,Upshur
2011,853.4596438356168,Uvalde
2011,116.24392114779118,Val Verde
2011,434.32372798949666,Van Zandt
2011,34.49038932496067,Victoria
2011,76.11757452746421,Walker
2011,16.46256383831447,Waller
2011,37.35332995746421,Washington
2011,350.2173455377565,Webb
2011,59.247614434870194,Wharton
2011,16.387613065326534,Wilbarger
2011,221.75136477987454,Wilson
2011,434.32372798949666,Wood
2011,380.5551019021737,Zavala
