Year,AvgGroundWater,County
2012,140.47719356913078,Andrews
2012,36.792629327109964,Aransas
2012,17.87123555428813,Archer
2012,180.22878130217066,Atascosa
2012,42.2927567395101,Austin
2012,147.29613093676286,Bailey
2012,347.6837752305752,Bandera
2012,217.6713292117476,Bastrop
2012,17.87123555428813,Baylor
2012,127.52827903780218,Bee
2012,65.8925061637082,Borden
2012,435.6487230169018,Bowie
2012,126.62727996562816,Brazoria
2012,49.20596349162763,Brazos
2012,160.16986761461038,Brewster
2012,187.80902741512955,Briscoe
2012,188.68523148765925,Brown
2012,49.20596349162763,Burleson
2012,36.792629327109964,Calhoun
2012,188.68523148765925,Callahan
2012,435.6487230169018,Camp
2012,165.23843720579933,Cass
2012,223.2938865137972,Castro
2012,126.62727996562816,Chambers
2012,17.87123555428813,Childress
2012,147.29613093676286,Cochran
2012,51.763148377125454,Coke
2012,486.0978978152448,Collin
2012,136.31341954389197,Collingsworth
2012,45.916791308028806,Colorado
2012,210.88085938007606,Comal
2012,188.68523148765925,Comanche
2012,280.2607773671479,Concho
2012,498.9616966048575,Coryell
2012,144.19571852731582,Crane
2012,323.0659262423482,Crockett
2012,218.62939138333718,Crosby
2012,249.37582001911758,Culberson
2012,809.9275942248454,Dallas
2012,65.8925061637082,Dawson
2012,226.35816978609316,DeWitt
2012,223.2938865137972,Deaf Smith
2012,418.9620346256326,Dimmit
2012,281.517893972404,Duval
2012,144.19571852731582,Ector
2012,188.68523148765925,Erath
2012,916.4783377272106,Falls
2012,38.66872217099139,Fayette
2012,207.46955458877207,Floyd
2012,17.87123555428813,Foard
2012,230.16527271691828,Fort Bend
2012,400.55516518424173,Frio
2012,126.62727996562816,Galveston
2012,218.62939138333718,Garza
2012,68.04138839227602,Gillespie
2012,236.54893547544222,Glasscock
2012,226.35816978609316,Goliad
2012,372.33390647767965,Gray
2012,172.04507593265194,Gregg
2012,193.53122377835456,Hale
2012,103.13692621383957,Hall
2012,718.3594346978452,Hamilton
2012,153.63153405213632,Hansford
2012,189.38689251735735,Hardin
2012,176.57119806380848,Harris
2012,165.23843720579933,Harrison
2012,245.61915579862756,Hartley
2012,46.94393161255866,Haskell
2012,179.59289296793702,Hockley
2012,297.4821199143419,Hood
2012,435.6487230169018,Hopkins
2012,236.54893547544222,Howard
2012,143.00009528782252,Hudspeth
2012,241.4907334434977,Hutchinson
2012,312.8852442902515,Irion
2012,66.4740808001061,Jackson
2012,189.38689251735735,Jasper
2012,136.86050276456245,Jeff Davis
2012,226.35816978609316,Karnes
2012,46.94393161255866,Knox
2012,418.9620346256326,La Salle
2012,141.3354003181332,Lamb
2012,313.840311631839,Lampasas
2012,67.46166874566853,Lavaca
2012,217.6713292117476,Lee
2012,277.55811974929907,Lipscomb
2012,132.3310202048953,Live Oak
2012,81.33554644808744,Llano
2012,179.59289296793702,Lubbock
2012,140.47719356913078,Martin
2012,68.07989599014644,Mason
2012,66.4740808001061,Matagorda
2012,380.83705838435213,Maverick
2012,137.55609561231154,McCulloch
2012,916.4783377272106,McLennan
2012,180.22878130217066,McMullen
2012,252.2678492815649,Medina
2012,226.9324229926547,Midland
2012,49.20596349162763,Milam
2012,345.33489437516357,Moore
2012,120.35968344931233,Motley
2012,120.35968344931233,Nacogdoches
2012,189.38689251735735,Newton
2012,153.63153405213632,Ochiltree
2012,245.61915579862756,Oldham
2012,189.38689251735735,Orange
2012,165.23843720579933,Panola
2012,147.29613093676286,Parmer
2012,345.33489437516357,Potter
2012,352.1985245901623,Presidio
2012,226.9324229926547,Reagan
2012,359.5628226696084,Real
2012,150.16804971049282,Reeves
2012,36.792629327109964,Refugio
2012,280.00064280800626,Roberts
2012,49.20596349162763,Robertson
2012,486.0978978152448,Rockwall
2012,150.20281474448043,Rusk
2012,132.3310202048953,San Patricio
2012,68.07989599014644,San Saba
2012,120.35968344931233,Shelby
2012,435.6487230169018,Smith
2012,236.54893547544222,Sterling
2012,272.8047054108222,Sutton
2012,187.80902741512955,Swisher
2012,58.521341954470984,Tom Green
2012,251.6516772297715,Travis
2012,435.6487230169018,Upshur
2012,844.2555464480864,Uvalde
2012,116.49913390022321,Val Verde
2012,435.6487230169018,Van Zandt
2012,36.792629327109964,Victoria
2012,76.66943198977853,Walker
2012,14.312200114025032,Waller
2012,144.19571852731582,Ward
2012,38.66872217099139,Washington
2012,418.9620346256326,Webb
2012,59.950846951267806,Wharton
2012,17.87123555428813,Wilbarger
2012,224.92494312306042,Wilson
2012,435.6487230169018,Wood
2012,380.83705838435213,Zavala
